ProjectID,ProjectType,ProjectLocation,ContractorCategory,ConstructionPhase,ProjectBudgetMillion,EstimatedDurationDays,WorkersAssigned,EquipmentUtilization,MaterialDelayDays,SupplierIssues,WeatherDisruptionDays,SafetyIncidents,InspectionFailures,ChangeRequests,CostOverrunPercent,ScheduleVarianceDays,QualityScore,SiteProductivityScore,ProjectDelayed
PRJ_118283,Commercial,Semi-Urban,Small,Planning,180.07,609,735,54.47,6,2,4,0,0,3,15.87,16.7,70.56,61.97,No
PRJ_104772,Bridge Construction,Urban,Medium,Planning,88.86,713,506,58.02,2,1,3,0,3,4,3.44,-0.8,82.95,61.5,No
PRJ_108383,Infrastructure,Urban,Small,Finishing,145.04,990,324,75.18,6,2,9,1,1,2,6.49,11.08,81.95,81.58,Yes
PRJ_120323,Industrial,Urban,Small,Inspection,114.15,1245,554,53.6,1,0,3,2,2,5,0.0,29.99,73.92,94.53,Yes
PRJ_130149,Road Construction,Semi-Urban,Large,Structural,138.14,587,264,47.6,7,2,4,1,3,2,13.38,-7.61,,72.32,No
PRJ_122397,Infrastructure,Rural,Small,Planning,170.18,334,17,82.13,4,4,7,1,0,3,9.1,24.39,73.37,63.98,Yes
PRJ_128213,Industrial,Rural,Small,Finishing,144.35,243,456,,6,4,5,1,1,4,0.0,27.11,90.24,77.78,Yes
PRJ_110599,Residential,Urban,Medium,Planning,130.4,527,587,59.89,13,2,3,0,0,4,2.56,22.98,56.8,73.05,No
PRJ_104103,Infrastructure,urban,Large,Foundation,125.87,895,744,48.34,8,5,8,0,0,1,11.52,2.31,71.82,91.17,Yes
PRJ_124333,Infrastructure,Rural,Large,Planning,213.65,1211,729,66.19,7,3,1,2,1,3,23.21,-0.8,95.22,72.5,Yes
PRJ_125059,Commercial,Rural,Small,Foundation,102.81,863,562,89.03,4,4,5,0,1,2,6.14,21.41,82.06,54.84,Yes
PRJ_125525,Road Construction,Urban,Medium,Foundation,92.47,108,260,39.24,7,2,8,0,6,7,0.0,1.26,100.0,53.08,Yes
PRJ_110358,Infrastructure,Urban,Small,Finishing,80.32,1048,620,56.36,7,1,3,0,1,3,16.73,-12.51,65.43,73.08,No
PRJ_108384,Industrial,Urban,Small,Structural,103.11,741,567,54.71,8,0,7,0,4,2,13.64,31.45,78.55,67.92,No
PRJ_127019,Infrastructure,Rural,Large,Foundation,195.1,379,422,59.0,6,2,3,1,2,6,1.57,4.66,78.12,60.0,No
PRJ_126628,Residential,Urban,Small,Inspection,50.78,60,508,53.91,5,0,4,1,0,3,4.53,-24.34,83.05,72.57,No
PRJ_128727,Road Construction,Urban,Medium,Finishing,5.0,1024,592,73.64,12,3,7,1,2,3,13.47,18.99,82.99,87.54,Yes
PRJ_104052,Road Construction,Rural,Medium,Inspection,112.85,272,281,100.0,6,0,5,2,2,3,2.5,3.51,100.0,75.87,Yes
PRJ_111356,Residential,Rural,Small,Structural,15.44,905,15,69.06,11,2,9,0,4,1,15.1,29.8,86.32,81.17,Yes
PRJ_100843,Infrastructure,Semi-Urban,Medium,Inspection,135.25,619,379,38.54,9,0,4,1,3,3,20.09,-20.24,91.87,67.46,Yes
PRJ_110510,Bridge Construction,Urban,Small,Finishing,,1428,716,68.31,7,1,7,0,0,1,9.09,24.01,82.18,66.16,No
PRJ_127441,Infrastructure,Semi-Urban,Medium,Finishing,193.34,219,40,49.59,5,1,3,0,1,3,0.0,-16.14,100.0,56.23,Yes
PRJ_107448,Bridge Construction,Rural,Small,Inspection,168.28,746,738,52.51,3,2,4,0,4,2,1.88,10.87,97.56,95.79,Yes
PRJ_131574,Bridge Construction,Urban,Small,Foundation,163.07,1173,728,70.54,6,2,7,0,1,2,21.88,38.97,68.78,66.37,Yes
PRJ_106640,Bridge Construction,Urban,Medium,Structural,96.35,649,614,69.53,7,3,8,1,3,3,23.29,-12.12,84.22,89.38,Yes
PRJ_109678,Bridge Construction,Rural,Medium,Structural,177.74,110,683,96.06,6,1,8,0,3,4,14.32,-21.95,79.67,89.6,Yes
PRJ_104671,Infrastructure,Urban,Medium,Planning,208.82,678,581,56.38,5,2,8,1,1,2,20.81,5.08,84.77,68.27,Yes
PRJ_103599,Commercial,Rural,Large,Structural,36.9,1470,690,30.24,3,3,6,0,0,2,1.16,11.59,,90.54,No
PRJ_104783,Infrastructure,Semi-Urban,Medium,Foundation,44.61,543,290,90.5,6,2,4,0,0,4,0.0,27.25,64.32,66.8,Yes
PRJ_104318,Commercial,Urban,Small,Structural,1312.0,520,15,73.09,5,3,5,4,2,2,13.97,23.69,91.84,88.83,Yes
PRJ_128258,Road Construction,Rural,Medium,Foundation,919.9,840,389,46.14,3,0,6,0,2,4,8.32,26.7,86.09,76.92,No
PRJ_108102,Commercial,Urban,Medium,Foundation,11.12,866,156,78.7,10,1,3,0,0,3,18.6,69.31,89.62,59.23,Yes
PRJ_107321,Commercial,Rural,Large,Structural,85.97,521,17,70.4,5,4,3,1,0,1,5.41,25.5,76.33,88.79,Yes
PRJ_110073,Residential,Urban,Medium,Finishing,49.64,1346,391,85.68,9,2,4,1,1,4,0.0,-1.66,77.14,84.09,No
PRJ_130179,Residential,Semi-Urban,Medium,Planning,184.51,440,490,80.93,3,2,7,1,2,1,6.92,24.18,75.14,67.18,Yes
PRJ_102173,Bridge Construction,Urban,Medium,Foundation,185.59,301,359,39.54,5,3,3,0,2,4,0.0,41.15,66.85,85.21,No
PRJ_100701,Commercial,Rural,Medium,Planning,158.48,1073,481,79.32,4,1,2,1,2,1,25.59,28.56,100.0,69.76,Yes
PRJ_101063,Industrial,Urban,Medium,Finishing,158.02,871,600,92.25,5,3,4,1,2,2,0.0,12.05,65.57,78.25,Yes
PRJ_111741,Commercial,Urban,Large,Finishing,115.55,479,446,98.33,4,2,5,1,2,2,9.21,60.57,85.1,90.07,Yes
PRJ_119137,Residential,Urban,Small,Structural,1683.7,1129,223,40.37,3,1,8,1,1,1,21.95,-5.81,95.77,84.07,No
PRJ_131575,Infrastructure,Urban,Large,Planning,49.74,1082,339,70.43,7,2,10,1,3,3,15.48,24.38,77.92,58.11,Yes
PRJ_127884,Industrial,Semi-Urban,Medium,Foundation,121.13,140,316,59.41,3,0,8,1,1,7,15.05,-17.03,83.84,81.15,No
PRJ_125042,Bridge Construction,Semi-Urban,Large,Inspection,154.74,860,240,67.13,4,1,7,1,2,4,6.32,26.13,83.51,81.34,No
PRJ_122358,Road Construction,Rural,Medium,Structural,89.22,505,788,,5,2,4,0,0,4,0.0,-17.8,79.83,84.93,Yes
PRJ_109049,Industrial,Urban,Medium,Inspection,37.38,755,587,62.58,5,2,6,0,2,1,0.0,20.07,92.91,70.1,No
PRJ_101602,Road Construction,Urban,Large,Foundation,139.69,1114,625,70.47,6,2,5,0,2,5,6.34,27.79,84.98,59.41,No
PRJ_114046,Residential,Urban,Medium,Planning,155.32,1100,758,54.69,3,0,12,1,3,2,3.22,4.62,76.72,79.14,Yes
PRJ_110894,Infrastructure,Semi-Urban,Medium,Foundation,119.82,943,231,58.78,4,1,1,1,4,2,25.63,45.92,66.78,,Yes
PRJ_123414,Industrial,Rural,Medium,Finishing,108.56,1090,422,49.42,4,5,1,1,0,2,13.3,10.56,81.04,70.99,No
PRJ_114310,Infrastructure,Urban,Large,Finishing,156.62,172,357,49.74,6,3,3,1,1,2,17.7,31.38,71.93,76.93,Yes
PRJ_113843,Infrastructure,Urban,Medium,Structural,92.15,531,605,63.04,3,1,9,1,2,1,16.09,4.74,78.84,67.67,No
PRJ_121815,Bridge Construction,Urban,Medium,Planning,151.94,1444,175,,4,2,3,0,1,3,7.22,32.08,85.78,82.05,Yes
PRJ_130655,Commercial,Urban,Medium,Planning,149.81,202,768,45.74,5,1,5,3,1,3,31.5,-12.31,71.48,73.01,Yes
PRJ_111070,Residential,Urban,Medium,Finishing,154.52,766,688,32.44,6,0,3,0,0,1,27.69,22.05,77.75,77.43,No
PRJ_119530,Bridge Construction,Urban,Large,Planning,55.08,678,321,47.3,6,3,5,1,2,4,11.84,27.44,86.24,87.35,No
PRJ_127190,Infrastructure,Urban,Medium,Planning,142.74,372,386,57.91,4,7,4,1,0,6,25.07,25.22,87.44,82.16,Yes
PRJ_127910,Road Construction,Urban,Medium,Finishing,123.98,208,351,97.31,6,4,8,1,1,2,6.06,2.79,80.75,90.61,Yes
PRJ_128752,Industrial,Rural,Small,Planning,137.2,999,622,78.02,2,1,2,1,2,1,8.38,49.11,67.96,87.93,Yes
PRJ_110619,Residential,Urban,Large,Finishing,123.13,289,198,76.48,8,1,4,2,0,2,0.0,33.98,82.23,88.75,Yes
PRJ_115158,commercial,Semi-Urban,Medium,Structural,157.75,645,595,75.79,3,1,6,0,2,3,11.51,10.81,74.74,89.87,No
PRJ_106393,Infrastructure,Rural,Large,Planning,86.75,591,281,59.19,3,0,9,2,1,3,7.99,6.22,81.23,55.87,No
PRJ_112479,Infrastructure,Urban,Medium,Structural,98.37,1325,730,67.52,6,2,2,0,1,2,19.04,-7.47,,72.88,No
PRJ_125976,Commercial,Urban,Medium,Structural,64.73,146,511,27.41,5,1,7,1,1,5,4.09,18.74,81.9,76.27,Yes
PRJ_115381,Commercial,Urban,Medium,Planning,164.76,1063,640,21.39,1,2,9,2,1,4,1.69,-4.7,79.56,59.67,Yes
PRJ_114637,Bridge Construction,Rural,Medium,Inspection,83.56,1309,558,63.93,8,3,3,1,2,5,6.33,29.36,94.28,57.85,Yes
PRJ_113500,Residential,Urban,Medium,Finishing,66.74,526,217,82.65,2,5,6,3,1,1,3.05,24.59,95.15,85.36,Yes
PRJ_106455,Commercial,Urban,Medium,Inspection,199.75,986,413,59.44,4,2,3,1,0,3,3.93,-2.52,67.05,76.67,No
PRJ_116684,Road Construction,Urban,Large,Planning,213.08,361,717,39.91,7,1,3,1,3,2,9.36,-0.2,68.36,56.37,Yes
PRJ_102015,Infrastructure,Semi-Urban,Small,Foundation,132.46,653,685,79.78,7,1,4,2,0,2,16.86,-14.46,90.45,77.98,Yes
PRJ_101916,Infrastructure,Semi-Urban,Large,Planning,145.7,969,106,52.54,4,2,3,0,1,5,3.55,1.03,99.06,78.04,No
PRJ_118173,Commercial,Urban,Medium,Planning,166.3,1417,357,59.63,8,4,11,0,3,4,0.0,-10.51,67.99,100.0,Yes
PRJ_104367,Bridge Construction,Semi-Urban,Large,Inspection,174.5,339,705,46.74,1,4,3,1,3,1,3.94,35.35,80.06,72.43,No
PRJ_109324,Bridge Construction,Urban,Large,Planning,160.52,203,263,70.66,5,5,4,4,1,0,4.06,-17.34,69.73,84.15,Yes
PRJ_109156,Infrastructure,Rural,Large,Structural,141.72,1446,139,92.65,6,2,7,2,1,1,19.81,17.28,89.95,87.4,No
PRJ_115948,Road Construction,Rural,Small,Finishing,141.41,1071,255,52.94,6,2,4,2,2,4,6.76,-2.14,80.0,82.05,Yes
PRJ_128902,Bridge Construction,Rural,Medium,Planning,60.13,1323,734,35.22,3,3,2,1,2,1,12.09,31.93,89.37,89.16,No
PRJ_109593,Road Construction,Semi-Urban,Medium,Structural,32.55,149,117,81.62,7,2,7,0,2,3,12.4,9.94,91.14,84.28,Yes
PRJ_112905,Residential,Semi-Urban,Large,Planning,223.01,306,340,67.98,7,0,2,0,1,5,15.92,34.63,77.46,93.43,No
PRJ_107572,Commercial,Rural,Large,Structural,142.95,971,254,59.68,14,0,3,0,3,2,1.7,-9.72,88.55,77.57,Yes
PRJ_115707,Bridge Construction,Urban,Large,Inspection,5.0,454,744,69.17,4,2,4,2,3,1,3.94,-0.34,86.27,65.66,No
PRJ_109524,Residential,Semi-Urban,Small,Inspection,119.51,1232,741,83.48,2,0,2,2,3,2,17.58,-25.87,76.02,69.53,No
PRJ_100254,Commercial,Urban,Medium,Structural,135.82,1118,164,33.2,6,5,7,1,3,5,0.78,-19.49,100.0,71.92,Yes
PRJ_123833,Bridge Construction,Semi-Urban,Medium,Foundation,26.63,1090,29,58.59,6,2,5,1,1,2,17.4,-7.56,77.15,71.61,No
PRJ_100299,Infrastructure,Rural,Small,Inspection,110.95,902,731,100.0,11,3,6,1,1,5,1.2,31.49,90.99,67.85,Yes
PRJ_111161,Infrastructure,Semi-Urban,Large,Finishing,85.45,571,698,63.25,9,0,2,3,1,3,16.28,17.21,70.78,74.25,No
PRJ_131211,Industrial,Urban,Small,Structural,181.49,684,238,58.3,2,1,3,0,0,2,27.89,27.15,85.39,90.39,Yes
PRJ_120749,Road Construction,Urban,Medium,Planning,227.82,735,491,67.21,5,3,2,3,3,3,9.35,11.83,76.67,66.11,No
PRJ_125165,Industrial,Semi-Urban,Small,Foundation,122.44,1472,509,81.5,10,1,5,1,1,3,8.96,29.48,91.1,89.4,Yes
PRJ_105498,Industrial,Urban,Small,Finishing,120.58,914,545,49.91,4,2,4,1,1,3,8.95,49.73,71.88,72.25,No
PRJ_131258,Commercial,Urban,Large,Structural,88.86,1395,390,62.28,10,4,5,0,1,2,0.0,22.67,72.17,79.5,No
PRJ_111359,Bridge Construction,Rural,Medium,Planning,92.84,250,179,68.53,7,0,3,1,1,3,1.89,-2.88,70.24,58.63,No
PRJ_128207,commercial,Urban,Medium,Structural,1398.3000000000002,796,215,68.78,4,2,7,0,0,5,0.62,-12.78,75.85,86.4,No
PRJ_129815,Industrial,Urban,Large,Planning,98.3,714,344,70.63,5,3,1,1,4,0,4.92,3.16,83.05,59.19,No
PRJ_102615,Bridge Construction,Urban,Medium,Structural,,453,321,58.46,2,2,4,1,2,2,16.79,6.91,86.92,75.7,No
PRJ_129493,Road Construction,Rural,Medium,Planning,79.01,683,716,91.68,4,2,5,3,5,7,1.38,-0.51,84.69,52.26,Yes
PRJ_120540,Bridge Construction,Semi-Urban,Large,Structural,112.71,530,674,79.91,5,0,3,0,2,1,41.46,24.56,76.28,84.79,Yes
PRJ_122052,Bridge Construction,Semi-Urban,Medium,Foundation,209.87,1416,413,37.18,0,0,6,0,0,7,0.0,39.49,100.0,76.25,Yes
PRJ_111563,Commercial,Semi-Urban,Large,Foundation,145.97,648,700,43.86,7,2,6,3,0,2,29.4,3.41,76.09,82.59,Yes
PRJ_103620,Bridge Construction,Urban,Medium,Foundation,195.22,967,377,100.0,3,2,4,1,0,3,4.72,24.24,,82.9,Yes
PRJ_127013,Commercial,Urban,Medium,Structural,184.71,1089,432,52.65,4,2,2,1,2,2,0.0,5.0,78.73,93.5,Yes
PRJ_108314,Bridge Construction,Urban,Medium,Structural,133.09,1178,276,69.0,9,0,5,1,0,0,0.0,16.7,68.41,67.27,No
PRJ_129357,Residential,Urban,Medium,Structural,107.51,1149,184,93.73,8,1,5,2,1,6,0.0,12.76,71.91,61.16,Yes
PRJ_106843,Industrial,Rural,Small,Finishing,90.77,759,458,90.39,10,5,7,2,3,6,0.0,14.4,84.96,78.28,Yes
PRJ_121472,Road Construction,Rural,Medium,Foundation,147.89,781,147,56.19,3,4,6,2,0,4,4.5,-26.24,82.91,76.19,No
PRJ_122812,Infrastructure,Urban,Medium,Inspection,48.17,351,309,81.11,7,2,7,0,1,2,29.37,9.51,100.0,92.61,Yes
PRJ_110269,Bridge Construction,Urban,Medium,Planning,139.14,703,250,68.95,6,3,5,2,2,3,37.1,32.11,78.23,63.14,Yes
PRJ_109683,Bridge Construction,Semi-Urban,Large,Planning,148.19,1086,191,74.92,5,4,5,0,1,3,0.0,-35.01,75.43,80.44,Yes
PRJ_119705,Bridge Construction,Semi-Urban,Medium,Structural,265.12,876,742,,6,0,7,0,1,1,9.91,-7.56,73.83,73.39,No
PRJ_126358,Commercial,Urban,Small,Finishing,5.0,1179,310,64.87,6,1,7,3,7,2,4.71,11.35,75.2,92.26,Yes
PRJ_126967,Industrial,Semi-Urban,Medium,Foundation,90.27,120,139,71.1,7,1,5,2,1,4,22.09,3.94,86.4,65.83,No
PRJ_107294,Infrastructure,Rural,Large,Foundation,26.96,493,709,83.04,12,0,6,0,1,2,16.36,-6.38,82.77,56.56,Yes
PRJ_112334,Road Construction,Urban,Medium,Planning,43.83,1009,432,74.57,5,2,7,1,2,0,12.7,-2.0,65.45,79.68,Yes
PRJ_119734,Infrastructure,Urban,Large,Inspection,36.46,880,635,90.28,3,0,6,0,4,1,13.75,27.47,74.5,81.67,No
PRJ_115452,Bridge Construction,Urban,Medium,Finishing,47.22,1451,506,49.27,5,4,8,2,1,5,19.8,4.38,100.0,78.64,No
PRJ_130370,Infrastructure,Semi-Urban,Small,Foundation,160.79,276,711,65.05,4,2,8,1,5,2,13.8,-16.85,91.71,68.64,No
PRJ_125191,Road Construction,Semi-Urban,Medium,Foundation,136.54,920,630,50.84,8,0,7,0,1,6,9.75,10.85,84.35,73.91,Yes
PRJ_102558,Residential,Urban,Small,Finishing,138.83,816,606,58.84,13,3,4,1,2,2,26.77,29.86,74.85,81.19,Yes
PRJ_117182,Residential,Urban,Medium,Inspection,118.88,446,355,68.99,8,0,7,0,2,1,33.13,25.81,83.27,34.25,Yes
PRJ_113165,Bridge Construction,Rural,Medium,Inspection,63.18,1168,136,68.72,8,2,5,1,3,1,0.0,10.39,84.69,71.27,Yes
PRJ_109746,Bridge Construction,Semi-Urban,Medium,Structural,5.0,458,413,66.51,9,3,6,1,0,3,25.36,15.07,,77.68,Yes
PRJ_107972,Infrastructure,Rural,Small,Structural,199.09,388,104,43.72,5,1,9,0,3,3,8.06,23.12,86.48,80.29,No
PRJ_114606,Road Construction,Rural,Small,Planning,38.8,634,715,73.07,5,2,4,1,0,4,0.0,5.58,84.25,51.37,Yes
PRJ_119890,Bridge Construction,Semi-Urban,Large,Finishing,84.25,387,663,71.71,5,3,8,1,1,2,7.04,5.34,77.08,78.58,Yes
PRJ_125695,Infrastructure,Urban,Medium,Finishing,88.01,877,415,72.38,5,4,8,2,3,1,10.04,-3.09,92.36,77.46,Yes
PRJ_102014,Residential,Urban,Medium,Finishing,89.36,387,182,72.97,3,0,2,0,3,2,2.48,38.92,75.54,93.67,Yes
PRJ_121501,Infrastructure,Semi-Urban,Large,Foundation,165.13,1108,168,83.07,3,1,12,0,0,4,0.0,47.85,83.21,59.53,Yes
PRJ_102799,Residential,Rural,Small,Foundation,111.87,1183,252,55.88,6,2,6,1,0,3,22.07,-0.67,80.76,100.0,No
PRJ_100295,Industrial,Urban,Medium,Structural,148.95,800,372,58.51,7,4,11,1,3,2,5.24,-4.46,75.64,89.44,Yes
PRJ_118560,Infrastructure,Urban,Medium,Inspection,27.49,247,448,88.21,8,0,5,3,1,5,7.2,8.25,86.52,77.71,No
PRJ_102335,Commercial,Urban,Medium,Structural,198.17,1299,368,55.93,6,0,5,2,2,4,7.86,-45.96,81.39,80.03,Yes
PRJ_114638,Bridge Construction,Urban,Large,Inspection,114.44,1043,164,83.99,2,2,3,1,1,2,8.82,29.02,86.09,79.4,Yes
PRJ_122611,Commercial,Semi-Urban,Small,Structural,102.67,1113,486,46.86,6,1,2,1,3,3,13.56,6.01,91.12,73.87,No
PRJ_105278,Road Construction,Rural,Small,Planning,57.48,722,173,59.35,7,0,9,1,1,4,1.9,26.07,55.84,87.56,Yes
PRJ_128543,Industrial,Urban,Large,Finishing,100.78,131,420,65.78,8,2,7,1,1,0,16.39,33.94,94.51,80.99,No
PRJ_110144,Residential,Rural,Large,Foundation,52.82,401,775,66.32,10,1,9,4,0,6,16.21,24.77,100.0,63.34,Yes
PRJ_104297,Road Construction,Semi-Urban,Small,Foundation,67.44,67,729,80.22,9,1,2,1,3,6,6.79,33.6,63.51,55.09,Yes
PRJ_115253,Commercial,Urban,Large,Planning,144.48,999,36,71.11,5,1,4,2,2,0,17.06,-4.65,96.77,67.74,Yes
PRJ_112627,Residential,Semi-Urban,Medium,Structural,125.08,725,690,66.5,12,1,6,0,5,3,0.0,32.79,78.2,84.12,Yes
PRJ_108852,Commercial,Rural,Medium,Finishing,124.11,1277,679,80.64,4,1,10,0,0,3,17.14,19.35,91.19,74.5,No
PRJ_128153,commercial,Urban,Medium,Planning,71.2,292,632,59.89,7,0,5,2,1,4,8.52,30.79,76.59,73.24,Yes
PRJ_119798,Commercial,Urban,Small,Planning,215.48,866,137,70.57,2,4,7,1,3,4,8.26,19.78,90.89,77.65,Yes
PRJ_112364,Commercial,Semi-Urban,Large,Finishing,165.62,324,60,68.77,5,2,5,0,1,2,0.0,21.51,82.94,84.48,No
PRJ_109954,Bridge Construction,Rural,Small,Finishing,195.29,158,516,44.96,7,2,10,1,2,1,13.12,-2.31,100.0,57.69,No
PRJ_131796,Infrastructure,Urban,Medium,Structural,5.0,69,419,83.66,1,0,4,1,3,3,0.0,18.59,97.15,96.12,No
PRJ_125984,Bridge Construction,Semi-Urban,Large,Structural,116.52,1018,161,51.16,5,0,4,1,3,2,0.0,36.92,77.26,69.23,Yes
PRJ_128487,Commercial,Urban,Medium,Inspection,113.86,1255,735,63.06,4,3,6,3,0,3,16.31,-13.45,88.92,69.43,Yes
PRJ_102929,Infrastructure,Rural,Small,Foundation,148.83,1226,100,77.83,8,2,5,1,4,2,13.96,-13.79,69.46,83.69,Yes
PRJ_115577,Infrastructure,Rural,Small,Structural,50.14,918,335,51.93,1,4,2,1,1,2,16.4,0.58,81.83,75.72,No
PRJ_121273,Infrastructure,Rural,Medium,Structural,232.15,1264,779,67.39,4,1,4,1,4,3,21.47,23.67,91.11,97.74,Yes
PRJ_109983,Bridge Construction,Semi-Urban,Medium,Finishing,121.74,1280,752,14.23,6,4,8,1,2,0,8.32,1.02,84.46,82.2,No
PRJ_119383,Road Construction,Rural,Large,Structural,169.3,448,51,92.8,7,2,5,1,1,4,3.15,9.18,64.09,100.0,Yes
PRJ_119327,Industrial,Urban,Medium,Finishing,49.54,394,729,53.36,10,1,4,2,0,1,12.75,29.4,70.18,89.54,No
PRJ_107600,Road Construction,Semi-Urban,Large,Finishing,166.18,1059,678,,8,4,6,1,3,1,28.9,-4.61,91.3,65.89,No
PRJ_123058,Residential,Rural,Medium,Foundation,106.34,902,45,38.02,4,2,0,3,2,4,18.36,22.95,85.44,78.68,Yes
PRJ_130495,Commercial,Rural,Large,Foundation,55.43,588,341,66.32,5,1,5,5,1,3,21.2,30.84,79.01,86.81,Yes
PRJ_112387,Bridge Construction,Urban,Small,Finishing,190.41,750,61,92.56,11,1,5,1,1,8,5.61,20.85,100.0,61.21,Yes
PRJ_123796,Residential,Semi-Urban,Medium,Planning,201.58,1182,659,92.69,6,1,5,0,1,3,0.0,19.97,79.75,,Yes
PRJ_120867,Bridge Construction,Urban,Medium,Finishing,191.34,808,410,66.68,4,3,2,2,1,0,0.87,8.19,83.1,100.0,No
PRJ_111543,Road Construction,Rural,Small,Planning,164.58,79,248,100.0,7,1,4,1,1,5,0.0,-34.22,,63.44,Yes
PRJ_125139,Industrial,Rural,Medium,Finishing,127.43,620,778,92.68,6,3,7,0,1,4,5.53,-7.12,91.93,66.38,Yes
PRJ_119457,Commercial,Urban,Medium,Foundation,185.4,1143,125,81.11,3,2,7,1,1,2,16.18,14.15,86.44,78.2,Yes
PRJ_107371,Road Construction,Semi-Urban,Medium,Structural,168.26,587,227,,8,0,5,2,1,3,0.0,23.93,75.13,74.35,No
PRJ_121121,Infrastructure,Rural,Small,Planning,143.9,358,307,71.37,8,0,5,1,0,4,26.13,32.97,75.31,72.99,Yes
PRJ_100449,Bridge Construction,Rural,Small,Structural,266.84,701,177,64.94,8,7,8,1,1,5,25.07,-8.82,83.09,88.02,Yes
PRJ_105332,Commercial,Rural,Small,Finishing,109.07,590,549,81.73,6,1,6,0,1,2,0.0,-6.85,75.36,61.43,No
PRJ_114501,Road Construction,Rural,Small,Structural,227.71,311,277,81.08,5,3,1,0,1,2,15.47,22.75,78.9,75.75,No
PRJ_121187,Residential,Urban,Medium,Inspection,190.23,314,491,77.32,5,0,1,0,1,2,1.42,9.39,77.14,77.33,Yes
PRJ_131159,Bridge Construction,Rural,Medium,Structural,90.16,702,657,55.6,3,0,4,0,2,5,0.0,19.38,83.89,94.68,Yes
PRJ_102135,Industrial,Rural,Large,Foundation,5.0,599,445,97.28,9,3,6,3,1,5,1.93,3.95,,81.66,Yes
PRJ_108322,Bridge Construction,Semi-Urban,Medium,Finishing,16.81,205,395,78.04,5,0,2,2,5,3,4.64,13.81,76.52,76.22,No
PRJ_115186,Road Construction,Rural,Medium,Foundation,24.58,959,501,83.88,5,1,4,1,3,3,10.72,22.09,90.11,67.48,Yes
PRJ_126464,Infrastructure,Semi-Urban,Small,Planning,96.52,839,59,70.79,11,3,11,3,1,3,9.66,25.67,72.28,83.96,Yes
PRJ_119183,Residential,Semi-Urban,Large,Foundation,132.37,1104,347,49.96,5,3,5,1,2,1,5.34,-16.58,81.92,70.67,No
PRJ_111510,Residential,Semi-Urban,Small,Finishing,127.61,329,61,79.0,4,0,3,2,1,2,11.99,5.31,89.72,85.83,No
PRJ_131448,Commercial,Urban,Small,Inspection,131.06,327,489,50.08,4,3,8,0,1,4,8.35,39.68,88.76,41.71,Yes
PRJ_121526,Bridge Construction,Urban,Medium,Planning,208.04,674,194,56.07,4,2,9,0,5,1,10.46,30.48,98.89,81.84,Yes
PRJ_126294,Road Construction,Urban,Small,Structural,,985,650,,4,3,6,1,2,3,9.32,4.29,78.82,70.64,No
PRJ_117688,Industrial,Semi-Urban,Medium,Foundation,168.88,492,433,58.25,6,2,7,1,1,6,10.57,18.23,77.12,75.88,Yes
PRJ_114643,Commercial,Urban,Medium,Planning,141.43,698,30,78.84,3,0,2,1,1,0,0.0,2.09,76.69,74.09,Yes
PRJ_125532,Industrial,Semi-Urban,Large,Inspection,227.38,1166,273,81.48,4,2,8,1,1,1,15.02,-17.56,81.94,81.01,No
PRJ_113414,Industrial,Semi-Urban,Large,Foundation,118.79,279,60,,2,3,7,3,1,2,16.72,-1.21,86.18,94.88,Yes
PRJ_115903,Commercial,Urban,Medium,Planning,,480,107,71.6,6,2,5,0,0,3,18.91,15.65,86.77,85.64,Yes
PRJ_112242,Industrial,Semi-Urban,Medium,Finishing,142.32,485,202,47.75,9,4,5,1,0,1,2.45,55.75,79.84,72.69,Yes
PRJ_112758,Road Construction,urban,Large,Planning,192.64,207,451,58.56,6,0,4,1,2,2,17.25,4.21,68.74,78.92,Yes
PRJ_123592,Infrastructure,Urban,Medium,Foundation,45.05,988,600,51.68,10,0,8,1,1,7,0.0,36.75,87.08,76.21,Yes
PRJ_104514,Infrastructure,Urban,Large,Finishing,57.21,115,461,39.75,9,2,3,0,0,0,0.0,23.43,68.71,73.41,Yes
PRJ_115508,Bridge Construction,Urban,Medium,Planning,148.77,550,211,61.04,2,4,5,2,1,5,13.76,-1.55,83.59,82.69,Yes
PRJ_127301,Infrastructure,Urban,Medium,Finishing,289.0,1080,178,65.29,8,0,3,1,1,3,23.9,20.43,61.8,100.0,Yes
PRJ_107761,Road Construction,Semi-Urban,Medium,Inspection,116.32,493,218,64.8,7,1,6,1,4,5,21.9,42.47,86.65,66.61,Yes
PRJ_103654,Road Construction,Urban,Small,Structural,24.81,664,261,66.04,9,1,4,0,2,1,0.0,1.95,91.59,71.66,Yes
PRJ_106885,Commercial,Rural,Medium,Inspection,214.22,1171,367,87.18,4,3,6,1,1,0,2.74,13.26,88.03,82.96,No
PRJ_106171,Industrial,Semi-Urban,Large,Finishing,137.12,229,162,73.32,6,4,4,1,4,4,17.77,16.52,73.51,75.66,Yes
PRJ_116405,Bridge Construction,Urban,Large,Planning,119.92,468,295,79.52,4,1,5,2,1,4,0.0,43.38,84.35,75.56,No
PRJ_124199,Road Construction,Urban,Medium,Structural,167.46,71,319,100.0,6,3,4,3,0,2,14.51,14.54,77.15,73.98,Yes
PRJ_114838,Residential,Rural,Small,Finishing,178.57,853,156,91.01,7,0,3,1,4,6,0.0,-8.66,70.87,60.07,No
